sample_id,treatment,day,replicate,microbial_load,voc,revalence_index,class_label,voc_count
4,Control ,0,1,2.59,3-Ethylheptane,91.75,fresh,83
4,Control ,0,1,2.59,3-methyl-octane,91.75,fresh,83
4,Control ,0,1,2.59,Dibutyl ether,90.95,fresh,83
4,Control ,0,1,2.59,Dibromochloromethane,96.57,fresh,83
4,Control ,0,1,2.59,(Z)-3-hexenal,96.41,fresh,83
4,Control ,0,1,2.59,2-hexanol,96.27,fresh,83
4,Control ,0,1,2.59,Hexanal,96.24,fresh,83
4,Control ,0,1,2.59,EDB,95.99,fresh,83
4,Control ,0,1,2.59,nonane 3-methyl,92.21,fresh,83
4,Control ,0,1,2.59,3-Ethyloctane,92.07,fresh,83
4,Control ,0,1,2.59,2-Methylnonane,91.22,fresh,83
4,Control ,0,1,2.59,beta-Pinene,90.96,fresh,83
4,Control ,0,1,2.59,Octamethylcyclotetrasiloxane,90.79,fresh,83
4,Control ,0,1,2.59,pentanoic acid,88.47,fresh,83
4,Control ,0,1,2.59,3-mercapto-4-methyl-2-pentanone,85.98,fresh,83
4,Control ,0,1,2.59,"Cyclopentane, 1-ethyl-3-methyl-",85.81,fresh,83
4,Control ,0,1,2.59,"2,3-Octanedione",83.09,fresh,83
4,Control ,0,1,2.59,octadienone,82.93,fresh,83
4,Control ,0,1,2.59,ethyl maltol,93.43,fresh,83
4,Control ,0,1,2.59,"2,6-Dichlorophenol",93.07,fresh,83
4,Control ,0,1,2.59,(Z)-3-Phenyl-2-propenal,92.36,fresh,83
4,Control ,0,1,2.59,methylnonanedione,91.73,fresh,83
4,Control ,0,1,2.59,"2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-",91.39,fresh,83
4,Control ,0,1,2.59,p-Anisaldehyde,96.76,fresh,83
4,Control ,0,1,2.59,Dichlorvos,96.48,fresh,83
4,Control ,0,1,2.59,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,96.08,fresh,83
4,Control ,0,1,2.59,Butyl octanoate,85.39,fresh,83
4,Control ,0,1,2.59,N-hexyl-hexanoate,85.27,fresh,83
4,Control ,0,1,2.59,3-Dodecanone,51.64,fresh,83
4,Control ,0,1,2.59,"2-Propenoic acid, 2-methyl, octyl ester",51.5,fresh,83
4,Control ,0,1,2.59,propionic acid nonyl ester,51.41,fresh,83
4,Control ,0,1,2.59,4-Dodecanol,51.3,fresh,83
4,Control ,0,1,2.59,Nonyl acrylate,51.29,fresh,83
4,Control ,0,1,2.59,Methyl eugenol,80.49,fresh,83
4,Control ,0,1,2.59,p-menthadienhydroperoxide,80.33,fresh,83
4,Control ,0,1,2.59,gamma-nonalactone,79.33,fresh,83
5,Control ,0,1,2.1,Acetaldehyde,29.7,fresh,73
5,Control ,0,1,2.1,Methanethiol,29.45,fresh,73
5,Control ,0,1,2.1,2-Methylbutane,28.2,fresh,73
5,Control ,0,1,2.1,Acetaldehyde,92.03,fresh,73
5,Control ,0,1,2.1,Methanethiol,88.96,fresh,73
5,Control ,0,1,2.1,Methanol,88.5,fresh,73
5,Control ,0,1,2.1,2-Methylbutane,86.8,fresh,73
5,Control ,0,1,2.1,Pentane,7.21,fresh,73
5,Control ,0,1,2.1,Propanal,96.12,fresh,73
5,Control ,0,1,2.1,Propenal,95.91,fresh,73
5,Control ,0,1,2.1,ethyl chloride,95.26,fresh,73
5,Control ,0,1,2.1,ethanol,93.47,fresh,73
5,Control ,0,1,2.1,dimethyl sulfide,90.42,fresh,73
5,Control ,0,1,2.1,Methyl acetate,95.98,fresh,73
5,Control ,0,1,2.1,propan-2-one,94.57,fresh,73
5,Control ,0,1,2.1,dimethyl sulfide,94.48,fresh,73
5,Control ,0,1,2.1,2-propanol,91.26,fresh,73
5,Control ,0,1,2.1,2-Methyl-2-propanol,91.18,fresh,73
5,Control ,0,1,2.1,Hexamethyldisiloxane,84.78,fresh,73
5,Control ,0,1,2.1,3-Methylhexane,84.78,fresh,73
5,Control ,0,1,2.1,"Hexane, 2-methyl-",84.52,fresh,73
5,Control ,0,1,2.1,Cyclohexane,83.83,fresh,73
5,Control ,0,1,2.1,3-Ethylpentane,83.67,fresh,73
5,Control ,0,1,2.1,1-Propanol,75.9,fresh,73
5,Control ,0,1,2.1,butan-2-one,67.92,fresh,73
5,Control ,0,1,2.1,2-butanol,67.49,fresh,73
5,Control ,0,1,2.1,Chloroform,67.17,fresh,73
5,Control ,0,1,2.1,S(+)-2-butanol,67.15,fresh,73
5,Control ,0,1,2.1,n-butanol,90.11,fresh,73
5,Control ,0,1,2.1,1-methoxy-2-propanol,89.85,fresh,73
5,Control ,0,1,2.1,but-(E)-2-enal,88.46,fresh,73
5,Control ,0,1,2.1,1-penten-3-one,88.13,fresh,73
5,Control ,0,1,2.1,Trometamol,87.76,fresh,73
5,Control ,0,1,2.1,acetic acid,93.81,fresh,73
5,Control ,0,1,2.1,Formic acid,89.66,fresh,73
5,Control ,0,1,2.1,pent-1-en-3-ol,57.65,fresh,73
5,Control ,0,1,2.1,n-butanol,57.58,fresh,73
5,Control ,0,1,2.1,1-methoxy-2-propanol,57.49,fresh,73
5,Control ,0,1,2.1,Dibromochloromethane,98.71,fresh,73
5,Control ,0,1,2.1,(Z)-3-hexenal,98.54,fresh,73
5,Control ,0,1,2.1,Hexanal,98.38,fresh,73
5,Control ,0,1,2.1,2-hexanol,97.95,fresh,73
5,Control ,0,1,2.1,hexan-2-one,97.6,fresh,73
5,Control ,0,1,2.1,E-3-octen-2-one,92.27,fresh,73
5,Control ,0,1,2.1,Formic acid 3-mercapto-3-methyl-butyl ester,92.24,fresh,73
5,Control ,0,1,2.1,acetylpyrazine,92.05,fresh,73
5,Control ,0,1,2.1,2-acetylthiazole,91.82,fresh,73
5,Control ,0,1,2.1,Dimethyl fumarate,91.72,fresh,73
5,Control ,0,1,2.1,2-butyloctanol,47.46,fresh,73
5,Control ,0,1,2.1,benzyl alcohol,13.32,fresh,73
5,Control ,0,1,2.1,Methyl cyclohexanecarboxylate,13.17,fresh,73
5,Control ,0,1,2.1,benzeneacetaldehyde,13.07,fresh,73
5,Control ,0,1,2.1,5-ethyldihydro-2(3h)-furanone,12.89,fresh,73
5,Control ,0,1,2.1,n-Hexylbenzene,78.05,fresh,73
5,Control ,0,1,2.1,Tridecane,76.79,fresh,73
5,Control ,0,1,2.1,(R)-linden ether,76.62,fresh,73
5,Control ,0,1,2.1,"Phenol, 2-methyl-",21.28,fresh,73
5,Control ,0,1,2.1,"3-ethyl-2,5-dimethyl-1H-pyrrole",0.0,fresh,73
5,Control ,0,1,2.1,Butyl octanoate,98.12,fresh,73
5,Control ,0,1,2.1,N-hexyl-hexanoate,97.98,fresh,73
5,Control ,0,1,2.1,Heptyl pentanoate,97.91,fresh,73
5,Control ,0,1,2.1,Octyl butanoate,97.87,fresh,73
5,Control ,0,1,2.1,(Z)-3-Hexenyl hexanoate,97.59,fresh,73
5,Control ,0,1,2.1,"Carbamothioic acid, dipropyl, S-ethyl ester",92.11,fresh,73
5,Control ,0,1,2.1,decanoic acid,91.5,fresh,73
5,Control ,0,1,2.1,(S)-3-(1-methyl-2-pyrrolidinyl)pyridine,91.44,fresh,73
5,Control ,0,1,2.1,p-mentha-dien-hydroperoxide,90.97,fresh,73
5,Control ,0,1,2.1,4-vinylguaiacol,90.77,fresh,73
5,Control ,0,1,2.1,gamma-nonalactone,82.03,fresh,73
5,Control ,0,1,2.1,p-menthadienhydroperoxide,81.18,fresh,73
5,Control ,0,1,2.1,[Z] Whiskey lactone,81.17,fresh,73
5,Control ,0,1,2.1,p-menthadienhydroperoxide,81.18,fresh,73
5,Control ,0,1,2.1,Methyl eugenol,62.49,fresh,73
6,Control ,0,1,2.33,Acetaldehyde,13.52,fresh,66
6,Control ,0,1,2.33,Methanethiol,13.44,fresh,66
6,Control ,0,1,2.33,2-Methylbutane,0.02,fresh,66
6,Control ,0,1,2.33,Acetaldehyde,77.35,fresh,66
6,Control ,0,1,2.33,Methanethiol,74.46,fresh,66
6,Control ,0,1,2.33,Methanol,74.39,fresh,66
6,Control ,0,1,2.33,2-Methylbutane,72.64,fresh,66
6,Control ,0,1,2.33,Pentane,24.49,fresh,66
6,Control ,0,1,2.33,Propanal,96.05,fresh,66
6,Control ,0,1,2.33,Propenal,95.84,fresh,66
6,Control ,0,1,2.33,ethyl chloride,94.66,fresh,66
6,Control ,0,1,2.33,ethanol,93.4,fresh,66
6,Control ,0,1,2.33,propan-2-one,91.43,fresh,66
6,Control ,0,1,2.33,Methyl acetate,75.65,fresh,66
6,Control ,0,1,2.33,dimethyl sulfide,74.34,fresh,66
6,Control ,0,1,2.33,propan-2-one,74.27,fresh,66
6,Control ,0,1,2.33,2-propanol,71.93,fresh,66
6,Control ,0,1,2.33,2-Methyl-2-propanol,71.87,fresh,66
6,Control ,0,1,2.33,"butane-2,3-dione",88.88,fresh,66
6,Control ,0,1,2.33,Butanal,88.74,fresh,66
6,Control ,0,1,2.33,3-Buten-2-one,88.02,fresh,66
6,Control ,0,1,2.33,"Ethene, 1,2-dichloro, (Z)-",87.05,fresh,66
6,Control ,0,1,2.33,Methyl 2-propenoate,87.04,fresh,66
6,Control ,0,1,2.33,Chloroform,92.4,fresh,66
6,Control ,0,1,2.33,"Methane, bromochloro-",91.69,fresh,66
6,Control ,0,1,2.33,butan-2-one,91.63,fresh,66
6,Control ,0,1,2.33,"Ethene, 1,2-dichloro, (Z)-",91.12,fresh,66
6,Control ,0,1,2.33,2-butanol,90.97,fresh,66
6,Control ,0,1,2.33,acetic acid,91.36,fresh,66
6,Control ,0,1,2.33,3-methylheptane,87.95,fresh,66
6,Control ,0,1,2.33,3-Ethylhexane,87.61,fresh,66
