sample_id,treatment,day,replicate,microbial_load,voc,revalence_index,class_label,voc_count
1,TA 1,0,1,3.17,"2,3-Pentanedione",49.43,fresh,117
1,TA 1,0,1,3.17,Dibromomethane,49.37,fresh,117
1,TA 1,0,1,3.17,Methyl butanoate,49.31,fresh,117
1,TA 1,0,1,3.17,Nonane,89.76,fresh,117
1,TA 1,0,1,3.17,Dibutyl ether,87.58,fresh,117
1,TA 1,0,1,3.17,Acetoin,82.07,fresh,117
1,TA 1,0,1,3.17,pentanol,81.6,fresh,117
1,TA 1,0,1,3.17,1-hexen-3-ol,81.3,fresh,117
1,TA 1,0,1,3.17,Dibromochloromethane,98.41,fresh,117
1,TA 1,0,1,3.17,(Z)-3-hexenal,98.24,fresh,117
1,TA 1,0,1,3.17,Hexanal,98.08,fresh,117
1,TA 1,0,1,3.17,2-hexanol,98.04,fresh,117
1,TA 1,0,1,3.17,EDB,97.69,fresh,117
1,TA 1,0,1,3.17,Butyl 2-propenoate,74.15,fresh,117
1,TA 1,0,1,3.17,Butyl propanoate,74,fresh,117
1,TA 1,0,1,3.17,"2-Pentanone, 3-mercapto-",73.91,fresh,117
1,TA 1,0,1,3.17,ethyl pentanoate,73.65,fresh,117
1,TA 1,0,1,3.17,Vinylbenzene,73.48,fresh,117
1,TA 1,0,1,3.17,heptan-2-ol,77.64,fresh,117
1,TA 1,0,1,3.17,Cyclohexanone,77.56,fresh,117
1,TA 1,0,1,3.17,(Z)-4-heptenal,77.46,fresh,117
1,TA 1,0,1,3.17,Heptanal,77.42,fresh,117
1,TA 1,0,1,3.17,"2,6-Dimethyl-3-octene",77.38,fresh,117
1,TA 1,0,1,3.17,"Cyclopentane, 1-ethyl-3-methyl-",93.15,fresh,117
1,TA 1,0,1,3.17,pentanoic acid,77.15,fresh,117
1,TA 1,0,1,3.17,"(E,E)-2,4-hexadienal",76.6,fresh,117
1,TA 1,0,1,3.17,3-mercapto-4-methyl-2-pentanone,76.52,fresh,117
1,TA 1,0,1,3.17,Methional,76.21,fresh,117
1,TA 1,0,1,3.17,"2,3-Octanedione",79.63,fresh,117
1,TA 1,0,1,3.17,octadienone,79.45,fresh,117
1,TA 1,0,1,3.17,"1,5-octadienone",79.16,fresh,117
1,TA 1,0,1,3.17,1-Octen-3-ol,79.12,fresh,117
1,TA 1,0,1,3.17,Butyl methacrylate,79.05,fresh,117
1,TA 1,0,1,3.17,"Benzene, 1,2-dichloro-",85.29,fresh,117
1,TA 1,0,1,3.17,2-Propionylpyrrole,84.28,fresh,117
1,TA 1,0,1,3.17,methyl heptanoate,84.14,fresh,117
1,TA 1,0,1,3.17,propionylpyrroline,84.12,fresh,117
1,TA 1,0,1,3.17,"1, 8-cineole",84.11,fresh,117
1,TA 1,0,1,3.17,"Benzene, 1,2-dichloro-",93.45,fresh,117
1,TA 1,0,1,3.17,3-Methylheptanol,92.02,fresh,117
1,TA 1,0,1,3.17,E-3-octen-2-one,91.96,fresh,117
1,TA 1,0,1,3.17,acetylpyrazine,91.82,fresh,117
1,TA 1,0,1,3.17,Formic acid 3-mercapto-3-methyl-butyl ester,91.62,fresh,117
1,TA 1,0,1,3.17,propionic acid hexyl ester,81.62,fresh,117
1,TA 1,0,1,3.17,()-cis-rose oxide,81.44,fresh,117
1,TA 1,0,1,3.17,(Z)-3-Hexenyl propionate,81.25,fresh,117
1,TA 1,0,1,3.17,Tetramethylpyrazine,81.11,fresh,117
1,TA 1,0,1,3.17,Hexyl acrylate,81.03,fresh,117
1,TA 1,0,1,3.17,Phenol,96.09,fresh,117
1,TA 1,0,1,3.17,Hexanoic acid,95.64,fresh,117
1,TA 1,0,1,3.17,Methyl cyclohexanecarboxylate,94.74,fresh,117
1,TA 1,0,1,3.17,delta-Valerolactone,94.52,fresh,117
1,TA 1,0,1,3.17,Glycerol,93.64,fresh,117
1,TA 1,0,1,3.17,n-Hexylbenzene,98.62,fresh,117
1,TA 1,0,1,3.17,Tridecane,96.95,fresh,117
1,TA 1,0,1,3.17,(R)-linden ether,96.82,fresh,117
1,TA 1,0,1,3.17,3-Decanol,15.59,fresh,117
1,TA 1,0,1,3.17,p-methylacetophenone,15.58,fresh,117
1,TA 1,0,1,3.17,p-Anisaldehyde,93.67,fresh,117
1,TA 1,0,1,3.17,Dichlorvos,92.84,fresh,117
1,TA 1,0,1,3.17,5-ethyl-3-hydroxy-4-methyl-2(5H)-furanone,92.76,fresh,117
1,TA 1,0,1,3.17,"1,2-Benzenediol",90.07,fresh,117
1,TA 1,0,1,3.17,Butyl octanoate,89.83,fresh,117
1,TA 1,0,1,3.17,pentadecane,96.54,fresh,117
1,TA 1,0,1,3.17,decanoic acid,92.65,fresh,117
1,TA 1,0,1,3.17,p-mentha-dien-hydroperoxide,92.52,fresh,117
1,TA 1,0,1,3.17,4-vinylguaiacol,92.31,fresh,117
1,TA 1,0,1,3.17,(S)-3-(1-methyl-2-pyrrolidinyl)pyridine,92.21,fresh,117
1,TA 1,0,1,3.17,gamma-nonalactone,64.32,fresh,117
1,TA 1,0,1,3.17,[Z] Whiskey lactone,64.09,fresh,117
1,TA 1,0,1,3.17,p-menthadienhydroperoxide,63.66,fresh,117
1,TA 1,0,1,3.17,Undecyl acetate,60.61,fresh,117
1,TA 1,0,1,3.17,beta-Himachalene,60.33,fresh,117
1,TA 1,0,1,3.17,delta-Nonalactone,97.87,fresh,117
1,TA 1,0,1,3.17,Skatole,97.62,fresh,117
1,TA 1,0,1,3.17,Methyl eugenol,96.92,fresh,117
1,TA 1,0,1,3.17,tridecanal,84.63,fresh,117
1,TA 1,0,1,3.17,3-Tridecanol,84.17,fresh,117
2,TA 1,0,1,3.10,Acetaldehyde,67.43,fresh,50
2,TA 1,0,1,3.10,Methanethiol,65.53,fresh,50
2,TA 1,0,1,3.10,Methanol,64.85,fresh,50
2,TA 1,0,1,3.10,2-Methylbutane,63.93,fresh,50
2,TA 1,0,1,3.10,Pentane,3.34,fresh,50
2,TA 1,0,1,3.10,Propanal,95.3,fresh,50
2,TA 1,0,1,3.10,Propenal,95.09,fresh,50
2,TA 1,0,1,3.10,ethyl chloride,94.45,fresh,50
2,TA 1,0,1,3.10,ethanol,92.67,fresh,50
2,TA 1,0,1,3.10,dimethyl sulfide,89.74,fresh,50
2,TA 1,0,1,3.10,Methyl acetate,91.79,fresh,50
2,TA 1,0,1,3.10,dimethyl sulfide,89.19,fresh,50
2,TA 1,0,1,3.10,propan-2-one,88.78,fresh,50
2,TA 1,0,1,3.10,2-propanol,87.28,fresh,50
2,TA 1,0,1,3.10,2-Methyl-2-propanol,87.2,fresh,50
2,TA 1,0,1,3.10,2-methylfuran,87.16,fresh,50
2,TA 1,0,1,3.10,Hexamethyldisiloxane,86.71,fresh,50
2,TA 1,0,1,3.10,3-Methylhexane,86.71,fresh,50
2,TA 1,0,1,3.10,"2,2-dichloropropane",86.55,fresh,50
2,TA 1,0,1,3.10,"Hexane, 2-methyl-",86.45,fresh,50
2,TA 1,0,1,3.10,Hexamethyldisiloxane,42.03,fresh,50
2,TA 1,0,1,3.10,Methyl 2-propenoate,41.95,fresh,50
2,TA 1,0,1,3.10,"2,2,4-Trimethylpentane",41.93,fresh,50
2,TA 1,0,1,3.10,3-Methylhexane,41.9,fresh,50
2,TA 1,0,1,3.10,"Ethene, 1,2-dichloro, (Z)-",41.82,fresh,50
2,TA 1,0,1,3.10,butan-2-one,97.55,fresh,50
2,TA 1,0,1,3.10,2-butanol,97.04,fresh,50
2,TA 1,0,1,3.10,Chloroform,96.83,fresh,50
2,TA 1,0,1,3.10,S(+)-2-butanol,96.55,fresh,50
2,TA 1,0,1,3.10,"2,2,4-Trimethylpentane",96.2,fresh,50
2,TA 1,0,1,3.10,1-methoxy-2-propanol,75.74,fresh,50
2,TA 1,0,1,3.10,n-butanol,75.65,fresh,50
2,TA 1,0,1,3.10,but-(E)-2-enal,74.47,fresh,50
2,TA 1,0,1,3.10,1-penten-3-one,74.29,fresh,50
2,TA 1,0,1,3.10,Trometamol,73.98,fresh,50
2,TA 1,0,1,3.10,pent-1-en-3-ol,68.7,fresh,50
2,TA 1,0,1,3.10,pentan-2-one,68.48,fresh,50
2,TA 1,0,1,3.10,n-butanol,68.17,fresh,50
2,TA 1,0,1,3.10,1-methoxy-2-propanol,68.06,fresh,50
2,TA 1,0,1,3.10,1-penten-3-one,67.35,fresh,50
2,TA 1,0,1,3.10,Dibromochloromethane,95.13,fresh,50
2,TA 1,0,1,3.10,(Z)-3-hexenal,94.97,fresh,50
2,TA 1,0,1,3.10,2-hexanol,94.85,fresh,50
2,TA 1,0,1,3.10,Hexanal,94.81,fresh,50
2,TA 1,0,1,3.10,EDB,94.63,fresh,50
2,TA 1,0,1,3.10,n-Hexylbenzene,98.57,fresh,50
2,TA 1,0,1,3.10,Tridecane,96.88,fresh,50
2,TA 1,0,1,3.10,(R)-linden ether,96.76,fresh,50
2,TA 1,0,1,3.10,2-[(methyldithio)methyl]furan,14.71,fresh,50
2,TA 1,0,1,3.10,"5,6,7,8-tetrahydroquinoxaline",14.68,fresh,50
3,TA 1,0,1,3.28,Methanethiol,18.28,fresh,71
3,TA 1,0,1,3.28,2-Methylbutane,0.16,fresh,71
3,TA 1,0,1,3.28,Acetaldehyde,55.18,fresh,71
3,TA 1,0,1,3.28,Methanethiol,53.17,fresh,71
3,TA 1,0,1,3.28,Methanol,53.07,fresh,71
3,TA 1,0,1,3.28,2-Methylbutane,51.88,fresh,71
3,TA 1,0,1,3.28,Pentane,9.49,fresh,71
3,TA 1,0,1,3.28,Propanal,95.99,fresh,71
3,TA 1,0,1,3.28,Propenal,95.77,fresh,71
3,TA 1,0,1,3.28,ethyl chloride,94.86,fresh,71
3,TA 1,0,1,3.28,ethanol,93.34,fresh,71
3,TA 1,0,1,3.28,propan-2-one,91.73,fresh,71
3,TA 1,0,1,3.28,Methyl acetate,98.57,fresh,71
3,TA 1,0,1,3.28,dimethyl sulfide,96.78,fresh,71
3,TA 1,0,1,3.28,propan-2-one,96.51,fresh,71
3,TA 1,0,1,3.28,2-propanol,93.72,fresh,71
3,TA 1,0,1,3.28,2-Methyl-2-propanol,93.64,fresh,71
3,TA 1,0,1,3.28,"Hexane, 2-methyl-",72.49,fresh,71
3,TA 1,0,1,3.28,Cyclohexane,71.57,fresh,71
3,TA 1,0,1,3.28,3-Methylhexane,70.77,fresh,71
3,TA 1,0,1,3.28,methylcyclopentane,69.44,fresh,71
3,TA 1,0,1,3.28,Hexamethyldisiloxane,53.07,fresh,71
3,TA 1,0,1,3.28,Methyl 2-propenoate,94.57,fresh,71
3,TA 1,0,1,3.28,"Ethene, 1,2-dichloro, (Z)-",94.28,fresh,71
3,TA 1,0,1,3.28,"2,2-dichloropropane",94.11,fresh,71
3,TA 1,0,1,3.28,Ethyl Acetate,93.91,fresh,71
3,TA 1,0,1,3.28,1-propanethiol,93.79,fresh,71
3,TA 1,0,1,3.28,"butane-2,3-dione",97.67,fresh,71
3,TA 1,0,1,3.28,S(+)-2-butanol,95.84,fresh,71
3,TA 1,0,1,3.28,Butanal,95.37,fresh,71
3,TA 1,0,1,3.28,2-butanol,95.36,fresh,71
3,TA 1,0,1,3.28,3-Buten-2-one,94.59,fresh,71
3,TA 1,0,1,3.28,Pentanal,83.55,fresh,71
3,TA 1,0,1,3.28,3-Pentanone,83.47,fresh,71
3,TA 1,0,1,3.28,"1,2-Dichloropropane",83.3,fresh,71
3,TA 1,0,1,3.28,Ethyl acrylate,83.09,fresh,71
3,TA 1,0,1,3.28,Ethyl propanoate,82.72,fresh,71
3,TA 1,0,1,3.28,n-butanol,61.84,fresh,71
3,TA 1,0,1,3.28,acetic acid,60.55,fresh,71
3,TA 1,0,1,3.28,1-methoxy-2-propanol,60.28,fresh,71
3,TA 1,0,1,3.28,Formic acid,60.23,fresh,71
3,TA 1,0,1,3.28,Octane,56.89,fresh,71
3,TA 1,0,1,3.28,Nonane,96.24,fresh,71
3,TA 1,0,1,3.28,3-Ethylheptane,94.75,fresh,71
3,TA 1,0,1,3.28,3-methyl-octane,94.75,fresh,71
3,TA 1,0,1,3.28,Dibutyl ether,93.9,fresh,71
3,TA 1,0,1,3.28,Acetoin,78.56,fresh,71
3,TA 1,0,1,3.28,2-mercaptoethanol,90.56,fresh,71
3,TA 1,0,1,3.28,Dibromochloromethane,90.2,fresh,71
3,TA 1,0,1,3.28,(Z)-3-hexenal,90.05,fresh,71
3,TA 1,0,1,3.28,Hexanal,89.89,fresh,71
3,TA 1,0,1,3.28,2-hexanol,89.86,fresh,71
3,TA 1,0,1,3.28,"2,3-Octanedione",98.91,fresh,71
3,TA 1,0,1,3.28,octadienone,98.74,fresh,71
3,TA 1,0,1,3.28,"1,5-octadienone",98.38,fresh,71
3,TA 1,0,1,3.28,1-Octen-3-ol,98.33,fresh,71
3,TA 1,0,1,3.28,Butyl methacrylate,98.14,fresh,71
3,TA 1,0,1,3.28,E-3-octen-2-one,91.29,fresh,71
3,TA 1,0,1,3.28,Formic acid 3-mercapto-3-methyl-butyl ester,91.27,fresh,71
3,TA 1,0,1,3.28,acetylpyrazine,91.11,fresh,71
3,TA 1,0,1,3.28,2-acetylthiazole,90.85,fresh,71
3,TA 1,0,1,3.28,Dimethyl fumarate,90.78,fresh,71
3,TA 1,0,1,3.28,n-Hexylbenzene,91.46,fresh,71
3,TA 1,0,1,3.28,Tridecane,89.96,fresh,71
3,TA 1,0,1,3.28,(R)-linden ether,89.79,fresh,71
3,TA 1,0,1,3.28,"Phenol, 2-methyl-",69.95,fresh,71
3,TA 1,0,1,3.28,(Z)-3-Hexenyl hexanoate,97.53,fresh,71
3,TA 1,0,1,3.28,Heptyl pentanoate,97.31,fresh,71
3,TA 1,0,1,3.28,N-hexyl-hexanoate,97.24,fresh,71
3,TA 1,0,1,3.28,Butyl octanoate,96.96,fresh,71
3,TA 1,0,1,3.28,Octyl butanoate,96.32,fresh,71
4,TA 1,0,1,2.85,Acetaldehyde,53.37,fresh,65
4,TA 1,0,1,2.85,Methanethiol,51.6,fresh,65
4,TA 1,0,1,2.85,Methanol,51.55,fresh,65
4,TA 1,0,1,2.85,Pentane,5.59,fresh,65
4,TA 1,0,1,2.85,2-Methylbutane,0.26,fresh,65
4,TA 1,0,1,2.85,Propanal,95.01,fresh,65
4,TA 1,0,1,2.85,Propenal,94.8,fresh,65
4,TA 1,0,1,2.85,ethyl chloride,94.42,fresh,65
4,TA 1,0,1,2.85,ethanol,92.39,fresh,65
4,TA 1,0,1,2.85,dimethyl sulfide,89.12,fresh,65
4,TA 1,0,1,2.85,Methyl acetate,89.95,fresh,65
4,TA 1,0,1,2.85,propan-2-one,89.1,fresh,65
4,TA 1,0,1,2.85,dimethyl sulfide,88.77,fresh,65
4,TA 1,0,1,2.85,2-propanol,85.53,fresh,65
4,TA 1,0,1,2.85,2-Methyl-2-propanol,85.45,fresh,65
4,TA 1,0,1,2.85,"Ethane, 1,1-dichloro-",36.93,fresh,65
4,TA 1,0,1,2.85,2-Methyl-2-propanethiol,36.73,fresh,65
4,TA 1,0,1,2.85,Diisopropyl ether,36.72,fresh,65
4,TA 1,0,1,2.85,vinyl acetate,36.54,fresh,65
4,TA 1,0,1,2.85,"Ethene, 1,2-dichloro, (E)-",36.16,fresh,65
4,TA 1,0,1,2.85,2-methylfuran,65.86,fresh,65
4,TA 1,0,1,2.85,2-Methyl-2-propanethiol,65.28,fresh,65
4,TA 1,0,1,2.85,vinyl acetate,64.62,fresh,65
4,TA 1,0,1,2.85,"2,2-dichloropropane",64.36,fresh,65
4,TA 1,0,1,2.85,"Ethane, 1,1-dichloro-",63.72,fresh,65
4,TA 1,0,1,2.85,vinyl acetate,91.84,fresh,65
4,TA 1,0,1,2.85,3-Buten-2-one,90.66,fresh,65
4,TA 1,0,1,2.85,Butanal,89.92,fresh,65
4,TA 1,0,1,2.85,"Ethane, 1,1-dichloro-",89.46,fresh,65
4,TA 1,0,1,2.85,"butane-2,3-dione",87.8,fresh,65
4,TA 1,0,1,2.85,"butane-2,3-dione",80.78,fresh,65
4,TA 1,0,1,2.85,3-Buten-2-one,80.68,fresh,65
4,TA 1,0,1,2.85,Butanal,80.5,fresh,65
4,TA 1,0,1,2.85,vinyl acetate,79.48,fresh,65
4,TA 1,0,1,2.85,butan-2-one,79.14,fresh,65
4,TA 1,0,1,2.85,"butane-2,3-dione",67.73,fresh,65
4,TA 1,0,1,2.85,butan-2-one,67.13,fresh,65
4,TA 1,0,1,2.85,S(+)-2-butanol,66.92,fresh,65
4,TA 1,0,1,2.85,2-butanol,66.58,fresh,65
4,TA 1,0,1,2.85,3-Buten-2-one,65.82,fresh,65
4,TA 1,0,1,2.85,1-methoxy-2-propanol,68.78,fresh,65
4,TA 1,0,1,2.85,1-penten-3-one,68,fresh,65
4,TA 1,0,1,2.85,Trometamol,67.72,fresh,65
4,TA 1,0,1,2.85,n-butanol,67.23,fresh,65
4,TA 1,0,1,2.85,3-Pentanone,67.17,fresh,65
4,TA 1,0,1,2.85,Octane,77.31,fresh,65
4,TA 1,0,1,2.85,(E)-4-octene,76.25,fresh,65
4,TA 1,0,1,2.85,1-Octene,76.15,fresh,65
4,TA 1,0,1,2.85,3-Ethylhexane,75.5,fresh,65
4,TA 1,0,1,2.85,3-methylheptane,75.21,fresh,65
4,TA 1,0,1,2.85,Dibromochloromethane,98.25,fresh,65
4,TA 1,0,1,2.85,(Z)-3-hexenal,98.08,fresh,65
4,TA 1,0,1,2.85,Hexanal,97.91,fresh,65
4,TA 1,0,1,2.85,2-hexanol,97.79,fresh,65
4,TA 1,0,1,2.85,EDB,97.34,fresh,65
4,TA 1,0,1,2.85,Butyl 2-propenoate,87.2,fresh,65
4,TA 1,0,1,2.85,ethyl pentanoate,86.96,fresh,65
4,TA 1,0,1,2.85,Butyl propanoate,86.85,fresh,65
4,TA 1,0,1,2.85,Vinylbenzene,86.8,fresh,65
4,TA 1,0,1,2.85,"2-Pentanone, 3-mercapto-",86.75,fresh,65
4,TA 1,0,1,2.85,(E)-Cinnamaldehyde,97.16,fresh,65
4,TA 1,0,1,2.85,epoxy-2-nonenal,96.42,fresh,65
4,TA 1,0,1,2.85,p-Anisaldehyde,96.36,fresh,65
4,TA 1,0,1,2.85,Geranial,96.15,fresh,65
4,TA 1,0,1,2.85,4-ethylguaiacol,95.93,fresh,65
5,TA 1,0,1,2.96,Acetaldehyde,25.53,fresh,69
5,TA 1,0,1,2.96,Methanethiol,25.5,fresh,69
5,TA 1,0,1,2.96,2-Methylbutane,24.42,fresh,69
5,TA 1,0,1,2.96,Acetaldehyde,38.96,fresh,69
5,TA 1,0,1,2.96,Methanethiol,37.62,fresh,69
5,TA 1,0,1,2.96,Methanol,37.47,fresh,69
5,TA 1,0,1,2.96,2-Methylbutane,36.71,fresh,69
5,TA 1,0,1,2.96,Pentane,12.71,fresh,69
5,TA 1,0,1,2.96,Propanal,94.89,fresh,69
5,TA 1,0,1,2.96,Propenal,94.68,fresh,69
5,TA 1,0,1,2.96,ethyl chloride,93.7,fresh,69
5,TA 1,0,1,2.96,ethanol,92.27,fresh,69
5,TA 1,0,1,2.96,propan-2-one,90.6,fresh,69
5,TA 1,0,1,2.96,Methyl acetate,97.01,fresh,69
5,TA 1,0,1,2.96,dimethyl sulfide,95.16,fresh,69
5,TA 1,0,1,2.96,propan-2-one,94.81,fresh,69
5,TA 1,0,1,2.96,2-propanol,92.24,fresh,69
5,TA 1,0,1,2.96,2-Methyl-2-propanol,92.16,fresh,69
5,TA 1,0,1,2.96,3-Methylhexane,83.83,fresh,69
5,TA 1,0,1,2.96,Hexamethyldisiloxane,83.58,fresh,69
5,TA 1,0,1,2.96,"Hexane, 2-methyl-",83.57,fresh,69
5,TA 1,0,1,2.96,Cyclohexane,82.89,fresh,69
5,TA 1,0,1,2.96,3-Ethylpentane,82.48,fresh,69
5,TA 1,0,1,2.96,"butane-2,3-dione",92.58,fresh,69
5,TA 1,0,1,2.96,3-Buten-2-one,92,fresh,69
5,TA 1,0,1,2.96,Butanal,91.8,fresh,69
5,TA 1,0,1,2.96,butan-2-one,90.7,fresh,69
5,TA 1,0,1,2.96,vinyl acetate,90.64,fresh,69
5,TA 1,0,1,2.96,"butane-2,3-dione",92.67,fresh,69
5,TA 1,0,1,2.96,S(+)-2-butanol,91.95,fresh,69
5,TA 1,0,1,2.96,butan-2-one,91.84,fresh,69
5,TA 1,0,1,2.96,2-butanol,91.49,fresh,69
5,TA 1,0,1,2.96,3-Buten-2-one,90.05,fresh,69
5,TA 1,0,1,2.96,acetic acid,95.54,fresh,69
5,TA 1,0,1,2.96,Formic acid,91.97,fresh,69
5,TA 1,0,1,2.96,n-butanol,89.76,fresh,69
5,TA 1,0,1,2.96,1-methoxy-2-propanol,89.62,fresh,69
5,TA 1,0,1,2.96,but-(E)-2-enal,88.12,fresh,69
5,TA 1,0,1,2.96,acetic acid,87.11,fresh,69
5,TA 1,0,1,2.96,Formic acid,86.62,fresh,69
5,TA 1,0,1,2.96,Octane,51,fresh,69
5,TA 1,0,1,2.96,(E)-4-octene,50.4,fresh,69
5,TA 1,0,1,2.96,1-Octene,50.24,fresh,69
5,TA 1,0,1,2.96,3-Methylfuran,92.94,fresh,69
5,TA 1,0,1,2.96,Acetoin,63.46,fresh,69
5,TA 1,0,1,2.96,Nonane,35.26,fresh,69
5,TA 1,0,1,2.96,3-Ethylheptane,34.75,fresh,69
5,TA 1,0,1,2.96,3-methyl-octane,34.75,fresh,69
5,TA 1,0,1,2.96,Dibromochloromethane,88.94,fresh,69
5,TA 1,0,1,2.96,(Z)-3-hexenal,88.79,fresh,69
5,TA 1,0,1,2.96,Hexanal,88.64,fresh,69
5,TA 1,0,1,2.96,2-hexanol,88.62,fresh,69
5,TA 1,0,1,2.96,EDB,88.37,fresh,69
5,TA 1,0,1,2.96,Butyl 2-propenoate,93.42,fresh,69
5,TA 1,0,1,2.96,ethyl pentanoate,93.14,fresh,69
5,TA 1,0,1,2.96,Butyl propanoate,93.04,fresh,69
5,TA 1,0,1,2.96,"2-Pentanone, 3-mercapto-",92.93,fresh,69
5,TA 1,0,1,2.96,Vinylbenzene,92.93,fresh,69
5,TA 1,0,1,2.96,pentanoic acid,42.07,fresh,69
5,TA 1,0,1,2.96,3-mercapto-4-methyl-2-pentanone,40.87,fresh,69
5,TA 1,0,1,2.96,"Cyclopentane, 1-ethyl-3-methyl-",19.57,fresh,69
5,TA 1,0,1,2.96,n-Hexylbenzene,71.2,fresh,69
5,TA 1,0,1,2.96,Tridecane,69.99,fresh,69
5,TA 1,0,1,2.96,(R)-linden ether,69.9,fresh,69
5,TA 1,0,1,2.96,(E)-Cinnamaldehyde,57.05,fresh,69
5,TA 1,0,1,2.96,epoxy-2-nonenal,56.58,fresh,69
5,TA 1,0,1,2.96,p-Anisaldehyde,56.58,fresh,69
5,TA 1,0,1,2.96,Geranial,56.42,fresh,69
5,TA 1,0,1,2.96,4-ethylguaiacol,56.29,fresh,69
6,TA 1,0,1,2.46,Methanethiol,56.11,fresh,104
6,TA 1,0,1,2.46,2-Methylbutane,53.73,fresh,104
6,TA 1,0,1,2.46,Trimethylamine,6.98,fresh,104
6,TA 1,0,1,2.46,Methyl formate,6.95,fresh,104
6,TA 1,0,1,2.46,Methanol,28.08,fresh,104
6,TA 1,0,1,2.46,Acetaldehyde,28,fresh,104
6,TA 1,0,1,2.46,Methyl formate,27.99,fresh,104
6,TA 1,0,1,2.46,Methanethiol,15.02,fresh,104
6,TA 1,0,1,2.46,Pentane,8.63,fresh,104
6,TA 1,0,1,2.46,Methanol,25.08,fresh,104
6,TA 1,0,1,2.46,Methyl formate,23.71,fresh,104
6,TA 1,0,1,2.46,Acetaldehyde,17.04,fresh,104
6,TA 1,0,1,2.46,Methanethiol,16.5,fresh,104
6,TA 1,0,1,2.46,Pentane,9.92,fresh,104
6,TA 1,0,1,2.46,Propanal,95.48,fresh,104
6,TA 1,0,1,2.46,Propenal,95.26,fresh,104
6,TA 1,0,1,2.46,ethyl chloride,94.36,fresh,104
6,TA 1,0,1,2.46,ethanol,92.84,fresh,104
6,TA 1,0,1,2.46,propan-2-one,90.8,fresh,104
6,TA 1,0,1,2.46,Methyl acetate,94.61,fresh,104
6,TA 1,0,1,2.46,dimethyl sulfide,92.73,fresh,104
6,TA 1,0,1,2.46,propan-2-one,92.56,fresh,104
6,TA 1,0,1,2.46,2-propanol,89.96,fresh,104
6,TA 1,0,1,2.46,2-Methyl-2-propanol,89.89,fresh,104
6,TA 1,0,1,2.46,methylcyclopentane,46.55,fresh,104
6,TA 1,0,1,2.46,2-Methyl-2-propanethiol,32.36,fresh,104
6,TA 1,0,1,2.46,Diisopropyl ether,31.95,fresh,104
6,TA 1,0,1,2.46,2-methylfuran,31.76,fresh,104
6,TA 1,0,1,2.46,Hexane,31.02,fresh,104
6,TA 1,0,1,2.46,2-methylfuran,80.72,fresh,104
6,TA 1,0,1,2.46,"2,2-dichloropropane",80.22,fresh,104
6,TA 1,0,1,2.46,vinyl acetate,80,fresh,104
6,TA 1,0,1,2.46,2-Methyl-2-propanethiol,79.83,fresh,104
